Passenger Id,Name,Sex,Age,Pclass,Survived,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Email,Join Date,Annual Spend
P00850,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",female ,999.0,First,1,1,0,  17453 ,89.1042,C92,C,goldenberg@outlook.com,"Apr 17, 1911","1,413.41"
P00224,"Nenkoff, Mr. Christo",male,,Third,0,0,0,349234,7.8958,,s,nenkoff@gmail.com,1910-08-01,310.99 USD
P00537,"Butt, Major. Archibald Willingham",male,45.0,First,0,0,0,113050,26.55,B38,s,,1912-09-15,USD 278.19
P00683,"Olsvigen, Mr. Thor Anderson",Male,20.0,3rd,0,0,0,6563,9.2250,,s,olsvigen@mail.com,09/06/1912,320.77 USD
P00409,"Birkeland, Mr. Hans Martin Monsen",male,21.0,Third,0,0,0,  312992 ,7.7750,,Southampton,birkeland@mail.com,02/02/1910,159.01
P00421,"Gheorgheff, Mr. Stanio", male ,,Third,0,0,0,  349254 ,7.8958,,c,gheorgheff@mail.com,1911-01-17,
P00535,"Cacic, Miss. Marija",female ,30.0,3,0,0,0,315084,8.6625,,Southampton,cacic@outlook.com,11-Jun-1912,177.83
P00559,"Taussig, Mrs. Emil (Tillie Mandelbaum)",FEMALE.,39.0,1st,1,1,1,110413,79.6500,E67,Southampton,taussig@mail.com,"Apr 23, 1910","1,151.72"
P00177,"Lefebre, Master. Henry Forbes",Male,,3,0,3,1,  4133 ,25.4667,,S,lefebre@outlook.com,12/03/1911,USD 762.31
P00688,"Dakic, Mr. Branko",MALE,19.0,3,0,0,0,349228,10.1708,,s,dakic@outlook.com,05/04/1910,405.15
P00463,"Gee, Mr. Arthur H",Male,47.0,First,0,0,0,111320,38.5000,E63,S,gee@outlook.com,1912-09-29,682.28 USD
P00434,"Kallio, Mr. Nikolai Erland", male ,17.0,3,No,0,0,STON/O 2. 3101274,7.1250,,s,kallio@gmail.com,08/06/1912,$132.40
P00164,"Calic, Mr. Jovo",M,17.0,3,0,0,0,  315093 ,8.6625,,s,calic@yahoo.com,25-Mar-1910,-
P00249,"Beckwith, Mr. Richard Leonard",m,37.0,First,1,1,1,11751,52.5542,D35,Southampton,beckwith@mail.com,14-Aug-1911,"USD 1,551.00"
P00583,"Downton, Mr. William James",MALE,,2,0,0,0,28403,26.0,,s,downton@gmail.com,15-Aug-1910,$622.04
P00809,"Meyer, Mr. August",Male,39.0,2nd,0,0.0,0,248723,13.0000,,s,meyer@yahoo.com,1912-11-18,$404.28
P00075,"Bing, Mr. Lee",male,32.0,3,1,0,0,1601,56.4958,,s,bing@outlook.com,07-Oct-1911,"1,323.41"
P00114,"Jussila, Miss. Katriina",female ,20.0,3rd,0,1.0,0,4136,9.8250,,S,jussila@yahoo.com,"May 21, 1910",USD 277.39
P00522,"Vovk, Mr. Janko",M,22.0,3,0,0,0,  349252 ,7.8958,,s,vovk@gmail.com,"Oct 02, 1910",$275.95
P00513,"McGough, Mr. James Robert", male ,36.0,First,1,0,0,PC 17473,26.2875,E25,s,mcgough@mail.com,20/12/1910,USD 471.62
P00105,"Gustafsson, Mr. Anders Vilhelm",MALE,37.0,Third,0,2,0,3101276,7.9250,,s,gustafsson@mail.com,17/11/1911,USD 174.47
P00115,"Attalah, Miss. Malake",F,17.0,3rd,0,0,0,2627,14.4583,,C,attalah@outlook.com,05/10/1912,297.46 USD
P00412,"Hart, Mr. Henry",m,,3rd,0,0,0,  394140 ,6.8583,,q,hart@gmail.com,02/06/1912,$220.68
P00093,"Chaffee, Mr. Herbert Fuller",M,46.0,First,0,1,0,W.E.P. 5734,61.1750,E31,Southampton,chaffee@mail.com,"Dec 11, 1911","1,407.04"
P00517,"Lemore, Mrs. (Amelia Milley)",FEMALE.,999.0,Second,1,0,0,C.A. 34260,10.5000,F33,s,lemore@mail.com,"Aug 15, 1912",115.68 USD
P00090,"Celotti, Mr. Francesco",M,-1.0,Third,No,0.0,0,343275,8.0500,,s,celotti@mail.com,"Oct 08, 1911",319.06 USD
P00337,"Pears, Mr. Thomas Clinton",M,29.0,1,0,1,0,113776,66.6000,C2,Southampton,pears@mail.com,14/12/1912,"USD 1,547.45"
P100041,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",FEMALE.,40.0,3rd,No,1,0,7546,9.4750,,s,ahlin@gmail.com,06/02/1912,$188.36
P00842,"Mudd, Mr. Thomas Charles", male ,16.0,2nd,0,0,0,S.O./P.P. 3,10.5000,,S,mudd@outlook.com,05-Feb-1912,USD 335.90
P00853,"Boulos, Miss. Nourelain",F,9.0,3rd,0,1,1,  2678 ,15.2458,,Cherbourg ,boulos@mail.com,26-Jan-1910,589.59
P00828,"Mallet, Master. Andre",m,1.0,2nd,1,0,2,  S.C./PARIS 2079 ,37.0042,,Cherbourg ,,29-Mar-1911,"$1,075.76"
P00546,"Nicholson, Mr. Arthur Ernest",Male,64.0,1,0,0,0,693,26.0000,,S,nicholson@gmail.com,04/13/1911,389.96 USD
P00880,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",F,56.0,1st,1,0.0,1,11767,83.1583,C50,c,potter@outlook.com,01/06/1911,"2,209.32 USD"
P00095,"Coxon, Mr. Daniel",MALE,59.0,3rd,0,0,0,364500,7.2500,,Southampton,coxon@mail.com,16-Dec-1911,$271.59
P00012,"Bonnell, Miss. Elizabeth",f,58.0,1st,1,0,0,  113783 ,26.5500,C103,Southampton,bonnell@mail.com,28/08/1910,
P00450,"Peuchen, Major. Arthur Godfrey",MALE,52.0,1,1,0,0,113786,30.5000,C104,S,peuchen@yahoo.com,"Aug 08, 1911",$342.68
P00044,"Laroche, Miss. Simonne Marie Anne Andree",f,,2nd,1,1,2,SC/Paris 2123,41.5792,,C,laroche@yahoo.com,30-Apr-1911,"1,360.28"
P00043,"Kraeff, Mr. Theodor",Male,,Third,0,0,0,349253,7.8958,,c,kraeff@outlook.com,1911-12-12,USD 255.20
P00330,"Hippach, Miss. Jean Gertrude",Female,,First,1,0,1,111361,57.9792,B18,Cherbourg ,,13/12/1911,$465.81
P00168,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",FEMALE.,45.0,3,No,1,4,347088,27.9000,,,skoog@gmail.com,10/04/1911,707.17 USD
P00801,"Ponesell, Mr. Martin",M,34.0,2nd,0,0.0,0,250647,13.0000,,s,ponesell@gmail.com,"Sep 01, 1912",$483.87
P00550,"Davies, Master. John Morgan Jr", male ,8.0,2,1,1,1,C.A. 33112,36.7500,,Southampton,davies@outlook.com,05/03/1912,USD 571.96
P00693,"Lam, Mr. Ali",Male,,3,1,0,0,  1601 ,56.4958,,Southampton,lam@mail.com,"Mar 30, 1911",$936.63
P00101,"Petranec, Miss. Matilda",F,28.0,3,0,0,0,  349245 ,7.8958,,S,petranec@mail.com,25/08/1911,USD 252.88
P00179,"Hale, Mr. Reginald", male ,30.0,2,0,0,0,  250653 ,13.0000,,S,hale@mail.com,1910-01-12,USD 270.43
P00596,"Van Impe, Mr. Jean Baptiste",male,36.0,3,0,1.0,1,  345773 ,24.1500,,s,vanimpe@mail.com,28-Jun-1910,USD 951.62
P00891,"Dooley, Mr. Patrick",M,32.0,Third,No,0,0,370376,7.7500,,q,,1911-01-07,$259.55
P00606,"Lindell, Mr. Edvard Bengtsson",m,36.0,3,0,1,0,  349910 ,15.5500,,s,lindell@outlook.com,27/08/1911,USD 550.46
P00178,"Isham, Miss. Ann Elizabeth",FEMALE,50.0,First,0,0,0,  PC 17595 ,28.7125,C49,C,isham@gmail.com,01/01/1911,251.04 USD
P00639,"Panula, Mrs. Juha (Maria Emilia Ojala)",FEMALE,,3,0,0,5,  3101295 ,39.6875,,Southampton,panula@mail.com,1912-10-03,664.76
P00621,"Yasbeck, Mr. Antoni",male,27.0,3rd,0,1,0,  2659 ,14.4542,,c,yasbeck@yahoo.com,"Sep 07, 1910",207.49 USD
P00729,"Bryhl, Mr. Kurt Arnold Gottfrid",MALE,25.0,2,0,1,0,  236853 ,26.0000,,Southampton,bryhl@yahoo.com,21/12/1912,240.15 USD
P00716,"Soholt, Mr. Peter Andreas Lauritz Andersen", male ,19.0,3,0,0,0,  348124 ,7.6500,,s,soholt@mail.com,06/11/1910,297.31
P00384,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",FEMALE,35.0,1,1,1,0,113789,52.0,,Southampton,holverson@gmail.com,04/15/1912,629.08 USD
P00258,"Cherry, Miss. Gladys",female,-1.0,First,1,0,0,110152,86.5000,B77,Southampton,cherry@gmail.com,"Jan 25, 1912","2,051.80 USD"
P00458,"Kenyon, Mrs. Frederick R (Marion)",female,,1,1,1,0,17464,51.8625,D21,,kenyon@outlook.com,"Mar 15, 1912","USD 1,107.98"
P00336,"Denkoff, Mr. Mitto", male ,,Third,0,0,0,349225,7.8958,,S,denkoff@mail.com,28/04/1910,USD 181.91
P00694,"Saad, Mr. Khalil",male,25.0,3,No,0,0,2672,7.225,,c,saad@mail.com,"Nov 28, 1911",197.98 USD
P00016,"Hewlett, Mrs. (Mary D Kingcome) ",female,55.0,Second,1,0,0,248706,16.0000,,,hewlett@mail.com,27/03/1911,2750000.0
P00004,"Futrelle, Mrs. Jacques Heath (Lily May Peel)",Female,35.0,1,1,1.0,0,  113803 ,,C123,S,futrelle@yahoo.com,03/31/1912,"1,705.15 USD"
P00429,"Flynn, Mr. James",male,,Third,0,0,0,  364851 ,7.7500,,Q,flynn@gmail.com,1911-03-11,USD 273.33
P00257,"Thorne, Mrs. Gertrude Maybelle",female,,1,1,0,0,PC 17585,79.2000,,Cherbourg ,thorne@outlook.com,"Apr 21, 1912","2,664.64"
P00704,"Gallagher, Mr. Martin", male ,25.0,Third,0,0,0,36864,7.7417,,Q,gallagher@gmail.com,08/02/1912,268.57
P00496,"Yousseff, Mr. Gerious",M,,Third,0,0,0,2627,14.4583,,C,yousseff@yahoo.com,"Sep 06, 1911",
P00441,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female ,45.0,2nd,1,1,1,F.C.C. 13529,,,s,,25-Feb-1912,627.14 USD
P00394,"Newell, Miss. Marjorie",female ,23.0,First,1,1,0,  35273 ,113.2750,D36,C,newell@outlook.com,02/23/1911,"4,265.55 USD"
P00223,"Green, Mr. George Henry",Male,51.0,3rd,0,0,0,21440,8.0500,,s,green@outlook.com,"Nov 16, 1910",$304.72
P00180,"Leonard, Mr. Lionel",MALE,36.0,Third,0,0,0,LINE,0.0000,,S,leonard@outlook.com,"Jan 10, 1912",$0.00
P00486,"Lefebre, Miss. Jeannie",F,,Third,0,3,1,4133,25.4667,,Southampton,lefebre@gmail.com,19-Nov-1912,USD 734.80
P00618,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",FEMALE,26.0,3,0,1,0,  A/5. 3336 ,16.1000,,S,lobb@yahoo.com,03-Aug-1912,USD 239.82
P00325,"Sage, Mr. George John Jr",male,,3,0,8,2,CA. 2343,69.5500,,S,sage@mail.com,05/05/1910,"1,717.98"
P00543,"Andersson, Miss. Sigrid Elisabeth",female,11.0,Third,0,4,2,  347082 ,31.2750,,Southampton,andersson@gmail.com,08-Sep-1911,$407.85
P00010,"Nasser, Mrs. Nicholas (Adele Achem)",FEMALE,14.0,Second,1,1.0,0,237736,30.0708,,c,nasser@gmail.com,01/05/1910,691.31
P00250,"Carter, Rev. Ernest Courtenay",MALE,54.0,2nd,0,1,0,  244252 ,26.0000,,,carter@gmail.com,22/08/1912,501.98 USD
P00023,"McGowan, Miss. Anna ""Annie""",F,-1.0,Third,1,0,0,330923,8.0292,,q,mcgowan@gmail.com,"Dec 09, 1912",USD 317.20
P00357,"Bowerman, Miss. Elsie Edith",FEMALE.,22.0,First,1,0.0,1,113505,55.0,E33,S,bowerman@gmail.com,25/05/1911,$801.49
P00222,"Bracken, Mr. James H",M,27.0,Second,0,0,0,  220367 ,13.0000,,s,bracken@yahoo.com,30-Jul-1910,$361.78
P00614,"Horgan, Mr. John",m,,3,0,0,0,370377,7.75,,Q,horgan@yahoo.com,17/10/1911,263.41 USD
P00788,"Rice, Master. George Hugh",M,8.0,3rd,0,4,1,382652,29.1250,,Queenstown,rice@outlook.com,10/09/1912,"USD 1,050.06"
P00242,"Murphy, Miss. Katherine ""Kate""",female ,,3,1,1,0,  367230 ,15.5000,,Q,murphy@outlook.com,19/05/1912,171.22
P00744,"McNamee, Mr. Neal",m,24.0,Third,0,1,0,376566,16.1000,,s,mcnamee@yahoo.com,"Mar 31, 1911",NULL
P00341,"Navratil, Master. Edmond Roger", male ,2.0,Second,Yes,1,1,  230080 ,26.0000,F2,S,navratil@outlook.com,14/03/1912,695.36 USD
P00432,"Thorneycroft, Mrs. Percival (Florence Kate White)",FEMALE,,Third,1,1,0,  376564 ,16.1000,,Southampton,thorneycroft@outlook.com,1911-08-25,USD 131.62
P00808,"Pettersson, Miss. Ellen Natalia",Female,18.0,3rd,0,0,0,347087,7.7750,,s,pettersson@gmail.com,1911-01-29,301.20
P00531,"Quick, Miss. Phyllis May",FEMALE.,2.0,2,1,1,1,  26360 ,26.0000,,S,quick@outlook.com,25-Dec-1912,USD 609.80
P00204,"Youseff, Mr. Gerious",m,45.5,3,0,0,0,  2628 ,7.2250,,c,youseff@outlook.com,26/12/1910,USD 193.27
P00238,"Collyer, Miss. Marjorie ""Lottie""",f,8.0,2nd,1,0,2,  C.A. 31921 ,26.2500,,Southampton,collyer@yahoo.com,09/02/1911,$758.26
P00094,"Dean, Mr. Bertram Frank", male ,26.0,3,0,1,2,  C.A. 2315 ,20.5750,,s,dean@yahoo.com,"Oct 05, 1911",265.25
P00507,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33.0,2nd,1,0,2,26360,26.0000,,s,quick@outlook.com,17/12/1911,969.90 USD
P00757,"Carlsson, Mr. August Sigfrid",M,28.0,3rd,0,0,0,350042,7.7958,,S,carlsson@outlook.com,1911-12-28,260.96
P00634,"Parr, Mr. William Henry Marsh",male,-1.0,1st,0,0,0,  112052 ,0.0000,,S,parr@yahoo.com,23-Oct-1911,0.00 USD
P00285,"Smith, Mr. Richard William",m,,1,0,0.0,0,113056,26.0000,A19,s,smith@yahoo.com,07/01/1911,832.22 USD
P00185,"Kink-Heilmann, Miss. Luise Gretchen",FEMALE.,,3,Yes,0,2,  315153 ,22.0250,,Southampton,kinkheilmann@yahoo.com,29-Jun-1910,$403.30
P00738,"Lesurer, Mr. Gustave J",M,35.0,1,Yes,0,0,PC 17755,512.3292,B101,c,lesurer@yahoo.com,1911-03-02,"$7,303.70"
P00435,"Silvey, Mr. William Baird",m,50.0,First,0,1,0,  13507 ,55.9000,E44,s,silvey@yahoo.com,25-Jul-1910,"USD 2,019.13"
P00502,"Canavan, Miss. Mary",FEMALE,21.0,Third,0,0,0,364846,7.7500,,Q,canavan@outlook.com,1912-12-13,91.14
P00154,"van Billiard, Mr. Austin Blyler",Male,,Third,0,0,2,A/5. 851,14.5000,,Southampton,vanbilliard@yahoo.com,"Feb 16, 1912",125.17
P00076,"Moen, Mr. Sigurd Hansen",M,25.0,3,0,0,0,348123,7.6500,F G73,S,moen@yahoo.com,10/21/1911,$294.54
P00451,"West, Mr. Edwy Arthur",Male,36.0,Second,0,1,2,C.A. 34651,27.7500,,s,west@mail.com,1910-05-30,942.14
P00674,"Wilhelms, Mr. Charles",male,31.0,2nd,1,0,0,244270,13.0000,,Southampton,wilhelms@gmail.com,02/09/1911,$433.24
P00588,"Frolicher-Stehli, Mr. Maxmillian",M,60.0,1st,1,1.0,1,  13567 ,79.2000,B41,c,frolicherstehli@gmail.com,1910-09-10,"1,866.03 USD"
P00278,"Parkes, Mr. Francis ""Frank""",MALE,,2nd,0,0,0,  239853 ,0.0000,,Southampton,parkes@mail.com,12/29/1912,
P00069,"Andersson, Miss. Erna Alexandra",female,17.0,3rd,1,4,2,  3101281 ,7.9250,,Southampton,andersson@gmail.com,27-Mar-1911,$197.74
P00447,"Mellinger, Miss. Madeleine Violet",FEMALE,13.0,Second,1,0,1,  250644 ,19.5000,,s,mellinger@yahoo.com,"Nov 21, 1910",526.83 USD
P00577,"Garside, Miss. Ethel",female ,,2,1,0,0,243880,13.0000,,Southampton,garside@mail.com,02/26/1911,199.12
P00189,"Bourke, Mr. John", male ,40.0,3,0,1.0,1,  364849 ,15.5000,,Q,bourke@gmail.com,"Jul 04, 1912",$289.72
P00272,"Tornquist, Mr. William Henry",m,25.0,Third,1,0,0,LINE,0.0000,,S,tornquist@gmail.com,17/07/1912,$0.00
P00679,"Goodwin, Mrs. Frederick (Augusta Tyler)",female ,43.0,Third,0,1,6,CA 2144,46.9000,,S,goodwin@outlook.com,"Dec 14, 1912","1,117.07"
P00568,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",FEMALE.,29.0,3rd,0,0.0,4,  349909 ,21.075,,Southampton,,16/10/1910,USD 806.38
P00237,"Hold, Mr. Stephen", male ,44.0,Second,0,1,0,26707,26.0000,,S,hold@outlook.com,30-Nov-1911,USD 778.89
P00089,"Fortune, Miss. Mabel Helen",FEMALE,23.0,1st,1,3,2,19950,263.0000,C23 C25 C27,s,fortune@mail.com,"Sep 12, 1911","$3,679.80"
P00778,"Emanuel, Miss. Virginia Ethel",FEMALE,5.0,3,1,0,0,364516,12.4750,,S,emanuel@gmail.com,"Aug 07, 1911",$119.97
P00118,"Turpin, Mr. William John Robert",male,29.0,2,0,1,0,11668,21.0000,,s,turpin@gmail.com,14-Mar-1912,655.99 USD
P00126,"Nicola-Yarred, Master. Elias",Male,12.0,3rd,Yes,1,0,  2651 ,11.2417,,C,nicolayarred@outlook.com,"Feb 25, 1911",$333.87
P00751,"Wells, Miss. Joan",female ,4.0,Second,1,1.0,1,29103,23.0,,s,wells@mail.com,25-Feb-1910,USD 255.97
P00290,"Connolly, Miss. Kate",FEMALE,22.0,Third,1,0,0,370373,7.7500,,Queenstown,connolly@yahoo.com,1911-10-28,USD 248.37
P00239,"Pengelly, Mr. Frederick William",m,19.0,2nd,0,0,0,  28665 ,10.5000,,Southampton,pengelly@yahoo.com,"Dec 12, 1911",USD 417.33
P00001,"Braund, Mr. Owen Harris",m,22.0,Third,0,1,0,  A/5 21171 ,,,S,braund@gmail.com,17-Feb-1912,279.54 USD
P100043,"Kraeff, Mr. Theodor",Male,,Third,0,0,0,349253,7.8958,,c,kraeff@outlook.com,1911-12-12,USD 255.20
P00737,"Ford, Mrs. Edward (Margaret Ann Watson)",Female,48.0,3,0,1,3,W./C. 6608,34.375,,Southampton,ford@outlook.com,10/03/1911,482.72 USD
P00798,"Osman, Mrs. Mara",female ,31.0,3rd,1,0,0,349244,8.6833,,Southampton,osman@yahoo.com,10/25/1912,231.36 USD
P00396,"Johansson, Mr. Erik",Male,22.0,Third,0,0,0,350052,7.7958,,Southampton,johansson@mail.com,21-Sep-1912,160.03 USD
P00544,"Beane, Mr. Edward", male ,,2,1,1,0,2908,26.0,,Southampton,beane@gmail.com,16-Dec-1910,379.24
P00127,"McMahon, Mr. Martin",MALE,-1.0,3rd,0,0,0,370372,7.7500,,Queenstown,mcmahon@gmail.com,26/06/1911,271.81 USD
P00279,"Rice, Master. Eric",M,7.0,Third,0,4,1,382652,29.1250,,Q,rice@gmail.com,01-Oct-1912,USD 319.45
P00709,"Cleaver, Miss. Alice",FEMALE.,,First,1,0,0,113781,151.5500,,Southampton,cleaver@yahoo.com,15-Feb-1912,"USD 2,496.15"
P00117,"Connors, Mr. Patrick",m,70.5,Third,0,0,0,370369,7.7500,,Q,,06/07/1911,$141.15
P00474,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",f,23.0,2,1,0,0,  SC/AH Basle 541 ,13.7917,D,C,jerwan@yahoo.com,31/08/1911,USD 314.11
P00229,"Fahlstrom, Mr. Arne Jonas",Male,18.0,2,0,0.0,0,236171,13.0000,,S,fahlstrom@outlook.com,1911-06-25,472.10 USD
P00636,"Davis, Miss. Mary",Female,28.0,2nd,1,0,0,237668,13.0000,,Southampton,davis@outlook.com,16/12/1910,$252.80
P00671,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",Female,40.0,2,1,1,1,29750,39.0,,Southampton,brown@mail.com,06-Oct-1910,"1,077.67 USD"
P00058,"Novel, Mr. Mansouer",Male,28.5,3,No,0,0,2697,7.2292,,C,novel@gmail.com,03/11/1912,260.15 USD
P00528,"Farthing, Mr. John",male,,First,0,0,0,PC 17483,221.7792,C95,S,farthing@gmail.com,31-Jul-1912,"8,153.82 USD"
P00275,"Healy, Miss. Hanora ""Nora""",FEMALE.,,3rd,1,0.0,0,370375,7.7500,,q,healy@yahoo.com,1910-04-25,275.48
P00319,"Wick, Miss. Mary Natalie",f,31.0,First,1,0,2,36928,164.8667,C7,Southampton,wick@mail.com,1912-11-20,"3,527.65 USD"
P00619,"Becker, Miss. Marion Louise",female,4.0,Second,1,2,1,  230136 ,39.0000,,Southampton,becker@gmail.com,1912-01-19,"1,242.01"
P00145,"Andrew, Mr. Edgardo Samuel",MALE,18.0,Second,0,0,0,231945,11.5000,,Southampton,andrew@mail.com,24/03/1912,USD 330.12
P00650,"Stanley, Miss. Amy Zillah Elsie",f,23.0,3rd,Yes,0,0,  CA. 2314 ,7.5500,,S,stanley@mail.com,05-Jun-1911,258.65 USD
P00571,"Harris, Mr. George", male ,62.0,2,1,0.0,0,S.W./PP 752,10.5000,,S,harris@mail.com,12/09/1910,265.60 USD
P00834,"Augustsson, Mr. Albert",Male,23.0,3rd,0,0.0,0,347468,7.8542,,S,augustsson@gmail.com,1911-08-08,187.40 USD
P00658,"Bourke, Mrs. John (Catherine)",F,32.0,3,0,1,1,  364849 ,15.5000,,Queenstown,bourke@outlook.com,1911-06-25,279.67 USD
P00370,"Aubart, Mme. Leontine Pauline",female ,24.0,1,1,0,0,  PC 17477 ,69.3000,B35,c,aubart@mail.com,1910-10-19,USD 652.36
P00269,"Graham, Mrs. William Thompson (Edith Junkins)",female ,58.0,1st,1,0,1,  PC 17582 ,153.4625,C125,S,graham@outlook.com,08-Jan-1911,"5,031.72"
P00637,"Leinonen, Mr. Antti Gustaf",m,32.0,3,0,0,0,STON/O 2. 3101292,7.9250,,s,leinonen@gmail.com,01/06/1910,$184.72
P00308,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,17.0,First,1,1.0,0,PC 17758,,C65,C,penascoycastellana@outlook.com,"May 29, 1912","USD 1,878.60"
P00424,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28.0,Third,0,1,1,347080,14.4000,,Southampton,danbom@outlook.com,15-Sep-1912,USD 132.96
P00311,"Hays, Miss. Margaret Bechstein",f,24.0,First,1,0,0,11767,83.1583,C54,C,hays@outlook.com,07/06/1911,"2,131.27 USD"
P00355,"Yousif, Mr. Wazli",male,,3,0,0,0,2647,,,Cherbourg ,yousif@mail.com,1912-12-15,USD 119.02
P00047,"Lennon, Mr. Denis",M,,Third,0,1,0,  370371 ,15.5000,,q,lennon@yahoo.com,06/12/1910,$183.85
P00350,"Dimic, Mr. Jovan",M,42.0,3rd,0,0,0,315088,8.6625,,Southampton,dimic@gmail.com,11-Jul-1911,USD 307.77
P00372,"Wiklund, Mr. Jakob Alfred", male ,18.0,3rd,0,1,0,  3101267 ,6.4958,,S,wiklund@outlook.com,"May 02, 1911",119.30
P00480,"Hirvonen, Miss. Hildur E",female,2.0,3,1,0,1,3101298,12.2875,,s,,22-Aug-1912,136.37
P00589,"Gilinski, Mr. Eliezer", male ,22.0,3,0,0,0,  14973 ,8.0500,,s,gilinski@mail.com,04/02/1911,$187.52
P00262,"Asplund, Master. Edvin Rojj Felix", male ,3.0,3rd,1,4,2,347077,31.3875,,Southampton,asplund@gmail.com,04/17/1911,
P00196,"Lurette, Miss. Elise",F,58.0,1st,1,0,0,PC 17569,146.5208,B80,c,lurette@gmail.com,05/27/1912,"4,757.44 USD"
P100052,"Nosworthy, Mr. Richard Cater",MALE,21.0,Third,0,0,0,A/4. 39886,7.8000,,S,nosworthy@gmail.com,09/27/1912,107.20
P00765,"Eklund, Mr. Hans Linus",male,16.0,3rd,0,0.0,0,  347074 ,7.7750,,s,eklund@yahoo.com,09/11/1910,USD 162.23
P00790,"Guggenheim, Mr. Benjamin",MALE,46.0,1,0,0,0,PC 17593,79.2000,B82 B84,c,guggenheim@gmail.com,10/29/1912,"2,521.15 USD"
P00264,"Harrison, Mr. William",M,40.0,First,0,0,0,112059,0.0000,,s,harrison@mail.com,1910-11-30,USD 0.00
P00444,"Reynaldo, Ms. Encarnacion",f,28.0,2,1,0,0,230434,13.0000,,Southampton,reynaldo@yahoo.com,1911-08-08,$504.85
P00731,"Allen, Miss. Elisabeth Walton",FEMALE.,29.0,First,1,0,0,  24160 ,211.3375,,s,allen@outlook.com,1910-01-05,"5,200.02"
P00305,"Williams, Mr. Howard Hugh ""Harry""",Male,,Third,0,0.0,0,  A/5 2466 ,8.0500,,Southampton,williams@outlook.com,"Nov 25, 1911",$113.94
P00342,"Fortune, Miss. Alice Elizabeth",female ,24.0,First,1,3,2,  19950 ,263.0000,C23 C25 C27,s,fortune@yahoo.com,"Nov 28, 1912","$3,749.21"
P00885,"Sutehall, Mr. Henry Jr",M,25.0,3rd,0,0,0,SOTON/OQ 392076,7.0500,,s,sutehall@mail.com,05/24/1910,174.19
P00150,"Byles, Rev. Thomas Roussel Davids",Male,-1.0,2,0,0,0,  244310 ,13.0000,,S,byles@gmail.com,"Feb 13, 1912",USD 142.16
P00125,"White, Mr. Percival Wayland", male ,54.0,1,0,0,1,35281,77.2875,D26,S,white@mail.com,"Jul 05, 1912",
P00722,"Jensen, Mr. Svend Lauritz",m,17.0,3rd,0,1,0,350048,7.0542,,S,jensen@mail.com,04/01/1912,230.67
P00051,"Panula, Master. Juha Niilo",m,7.0,3,0,4,1,3101295,39.6875,,s,panula@mail.com,19/03/1911,"USD 1,392.53"
P00354,"Arnold-Franchi, Mr. Josef", male ,25.0,3,0,1,0,349237,17.8000,,s,arnoldfranchi@yahoo.com,"Aug 16, 1912",USD 345.96
P00848,"Markoff, Mr. Marin",M,35.0,3rd,0,0.0,0,349213,7.8958,,C,markoff@gmail.com,04/01/1910,197.41 USD
P00143,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",Female,24.0,3rd,1,1,0,STON/O2. 3101279,15.8500,,S,hakkarainen@yahoo.com,1910-12-10,$586.87
P00471,"Keefe, Mr. Arthur",MALE,,Third,0,0,0,323592,7.25,,S,keefe@outlook.com,"Mar 15, 1910",145.40 USD
P00400,"Trout, Mrs. William H (Jessie L)",FEMALE,28.0,2nd,1,0,0,  240929 ,,,S,trout@yahoo.com,13/09/1910,USD 288.14
P00755,"Herman, Mrs. Samuel (Jane Laver)",female ,48.0,Second,Yes,1,2,220845,65.0000,,S,herman@outlook.com,19-Nov-1910,"1,484.76 USD"
P00321,"Dennis, Mr. Samuel",male,22.0,3rd,0,0,0,  A/5 21172 ,7.25,,S,dennis@yahoo.com,1912-05-06,$249.77
P00020,"Masselmani, Mrs. Fatima",FEMALE,,3rd,1,0,0,2649,7.2250,,Cherbourg ,masselmani@yahoo.com,23-Apr-1912,234.62
P00754,"Jonkoff, Mr. Lalio",MALE,23.0,Third,0,0,0,349204,7.8958,,s,jonkoff@mail.com,05/25/1910,$110.00
P00771,"Lievens, Mr. Rene Aime", male ,24.0,3rd,0,0,0,  345781 ,9.5000,,s,,1911-10-31,270.33 USD
P00742,"Cavendish, Mr. Tyrell William",m,36.0,1st,0,1,0,19877,78.85,,Southampton,cavendish@mail.com,10-Apr-1910,"2,251.33"
P00408,"Richards, Master. William Rowe", male ,3.0,Second,1,1,1,  29106 ,18.75,,,richards@gmail.com,05-Aug-1911,USD 583.87
