Passenger Id,Name,Sex,Age,Pclass,Survived,SibSp,Parch,Ticket,Fare,Cabin,HasCabin,Deck,Embarked,Email,Join Date,Annual Spend
P00421,"Gheorgheff, Mr. Stanio",Male,25.5,3,0,0,0,349254,7.8958,,0,Unknown,C,gheorgheff@mail.com,1911-01-17,319.075
P00535,"Cacic, Miss. Marija",Female,30.0,3,0,0,0,315084,8.6625,,0,Unknown,S,cacic@outlook.com,1912-06-11,177.83
P00559,"Taussig, Mrs. Emil (Tillie Mandelbaum)",Female,39.0,1,1,1,1,110413,79.65,E67,1,E,S,taussig@mail.com,1910-04-23,1151.72
P00177,"Lefebre, Master. Henry Forbes",Male,28.25,3,0,3,1,4133,25.4667,,0,Unknown,S,lefebre@outlook.com,1911-03-12,762.31
P00688,"Dakic, Mr. Branko",Male,19.0,3,0,0,0,349228,10.1708,,0,Unknown,S,dakic@outlook.com,1910-04-05,405.15
P00463,"Gee, Mr. Arthur H",Male,47.0,3,0,0,0,111320,38.5,E63,1,E,S,gee@outlook.com,1912-09-29,682.28
P00434,"Kallio, Mr. Nikolai Erland",Male,17.0,3,0,0,0,STON/O 2. 3101274,7.125,,0,Unknown,S,kallio@gmail.com,1912-06-08,132.4
P00164,"Calic, Mr. Jovo",Male,17.0,3,0,0,0,315093,8.6625,,0,Unknown,S,calic@yahoo.com,1910-03-25,252.89
P00249,"Beckwith, Mr. Richard Leonard",Male,37.0,3,1,1,1,11751,52.5542,D35,1,D,S,beckwith@mail.com,1911-08-14,1551.0
P00583,"Downton, Mr. William James",Male,25.0,2,0,0,0,28403,26.0,,0,Unknown,S,downton@gmail.com,1910-08-15,622.04
P00809,"Meyer, Mr. August",Male,39.0,2,0,0,0,248723,13.0,,0,Unknown,S,meyer@yahoo.com,1912-11-18,404.28
P00075,"Bing, Mr. Lee",Male,32.0,3,1,0,0,1601,56.4958,,0,Unknown,S,bing@outlook.com,1911-10-07,1323.41
P00114,"Jussila, Miss. Katriina",Female,20.0,3,0,1,0,4136,9.825,,0,Unknown,S,jussila@yahoo.com,1910-05-21,277.39
P00522,"Vovk, Mr. Janko",Male,22.0,3,0,0,0,349252,7.8958,,0,Unknown,S,vovk@gmail.com,1910-10-02,275.95
P00513,"McGough, Mr. James Robert",Male,36.0,3,1,0,0,PC 17473,26.2875,E25,1,E,S,mcgough@mail.com,1910-12-20,471.62
P00105,"Gustafsson, Mr. Anders Vilhelm",Male,37.0,3,0,2,0,3101276,7.925,,0,Unknown,S,gustafsson@mail.com,1911-11-17,174.47
P00115,"Attalah, Miss. Malake",Female,17.0,3,0,0,0,2627,14.4583,,0,Unknown,C,attalah@outlook.com,1912-10-05,297.46
P00412,"Hart, Mr. Henry",Male,26.0,3,0,0,0,394140,6.8583,,0,Unknown,Q,hart@gmail.com,1912-06-02,220.68
P00093,"Chaffee, Mr. Herbert Fuller",Male,46.0,3,0,1,0,W.E.P. 5734,61.175,E31,1,E,S,chaffee@mail.com,1911-12-11,1407.04
P00517,"Lemore, Mrs. (Amelia Milley)",Female,24.0,3,1,0,0,C.A. 34260,10.5,F33,1,F,S,lemore@mail.com,1912-08-15,115.68
P00090,"Celotti, Mr. Francesco",Male,28.0,3,0,0,0,343275,8.05,,0,Unknown,S,celotti@mail.com,1911-10-08,319.06
P00337,"Pears, Mr. Thomas Clinton",Male,29.0,1,0,1,0,113776,66.6,C2,1,C,S,pears@mail.com,1912-12-14,1547.45
P100041,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",Female,40.0,3,0,1,0,7546,9.475,,0,Unknown,S,ahlin@gmail.com,1912-02-06,188.36
P00842,"Mudd, Mr. Thomas Charles",Male,16.0,2,0,0,0,S.O./P.P. 3,10.5,,0,Unknown,S,mudd@outlook.com,1912-02-05,335.9
P00853,"Boulos, Miss. Nourelain",Female,9.0,3,0,1,1,2678,15.2458,,0,Unknown,C,boulos@mail.com,1910-01-26,589.59
P00828,"Mallet, Master. Andre",Male,1.0,2,1,0,2,S.C./PARIS 2079,37.0042,,0,Unknown,C,,1911-03-29,1075.76
P00546,"Nicholson, Mr. Arthur Ernest",Male,64.0,1,0,0,0,693,26.0,,0,Unknown,S,nicholson@gmail.com,1911-04-13,389.96
P00880,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",Female,56.0,1,1,0,1,11767,83.1583,C50,1,C,C,potter@outlook.com,1911-06-01,2209.32
P00095,"Coxon, Mr. Daniel",Male,59.0,3,0,0,0,364500,7.25,,0,Unknown,S,coxon@mail.com,1911-12-16,271.59
P00012,"Bonnell, Miss. Elizabeth",Female,58.0,1,1,0,0,113783,26.55,C103,1,C,S,bonnell@mail.com,1910-08-28,1192.635
P00450,"Peuchen, Major. Arthur Godfrey",Male,52.0,1,1,0,0,113786,30.5,C104,1,C,S,peuchen@yahoo.com,1911-08-08,342.68
P00044,"Laroche, Miss. Simonne Marie Anne Andree",Female,25.0,2,1,1,2,SC/Paris 2123,41.5792,,0,Unknown,C,laroche@yahoo.com,1911-04-30,1360.28
P00043,"Kraeff, Mr. Theodor",Male,22.0,3,0,0,0,349253,7.8958,,0,Unknown,C,kraeff@outlook.com,1911-12-12,255.2
P00330,"Hippach, Miss. Jean Gertrude",Female,30.0,3,1,0,1,111361,57.9792,B18,1,B,C,,1911-12-13,465.81
P00168,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",Female,45.0,3,0,1,4,347088,27.9,,0,Unknown,S,skoog@gmail.com,1911-04-10,707.17
P00801,"Ponesell, Mr. Martin",Male,34.0,2,0,0,0,250647,13.0,,0,Unknown,S,ponesell@gmail.com,1912-09-01,483.87
P00550,"Davies, Master. John Morgan Jr",Male,8.0,2,1,1,1,C.A. 33112,36.75,,0,Unknown,S,davies@outlook.com,1912-03-05,571.96
P00693,"Lam, Mr. Ali",Male,28.25,3,1,0,0,1601,56.4958,,0,Unknown,S,lam@mail.com,1911-03-30,936.63
P00101,"Petranec, Miss. Matilda",Female,28.0,3,0,0,0,349245,7.8958,,0,Unknown,S,petranec@mail.com,1911-08-25,252.88
P00179,"Hale, Mr. Reginald",Male,30.0,2,0,0,0,250653,13.0,,0,Unknown,S,hale@mail.com,1910-01-12,270.43
P00596,"Van Impe, Mr. Jean Baptiste",Male,36.0,3,0,1,1,345773,24.15,,0,Unknown,S,vanimpe@mail.com,1910-06-28,951.62
P00891,"Dooley, Mr. Patrick",Male,32.0,3,0,0,0,370376,7.75,,0,Unknown,Q,,1911-01-07,259.55
P00606,"Lindell, Mr. Edvard Bengtsson",Male,36.0,3,0,1,0,349910,15.55,,0,Unknown,S,lindell@outlook.com,1911-08-27,550.46
P00178,"Isham, Miss. Ann Elizabeth",Female,50.0,3,0,0,0,PC 17595,28.7125,C49,1,C,C,isham@gmail.com,1911-01-01,251.04
P00639,"Panula, Mrs. Juha (Maria Emilia Ojala)",Female,24.0,3,0,0,5,3101295,39.6875,,0,Unknown,S,panula@mail.com,1912-10-03,664.76
P00621,"Yasbeck, Mr. Antoni",Male,27.0,3,0,1,0,2659,14.4542,,0,Unknown,C,yasbeck@yahoo.com,1910-09-07,207.49
P00729,"Bryhl, Mr. Kurt Arnold Gottfrid",Male,25.0,2,0,1,0,236853,26.0,,0,Unknown,S,bryhl@yahoo.com,1912-12-21,240.15
P00716,"Soholt, Mr. Peter Andreas Lauritz Andersen",Male,19.0,3,0,0,0,348124,7.65,,0,Unknown,S,soholt@mail.com,1910-11-06,297.31
P00384,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",Female,35.0,1,1,1,0,113789,52.0,,0,Unknown,S,holverson@gmail.com,1912-04-15,629.08
P00258,"Cherry, Miss. Gladys",Female,38.0,3,1,0,0,110152,86.5,B77,1,B,S,cherry@gmail.com,1912-01-25,2051.8
P00458,"Kenyon, Mrs. Frederick R (Marion)",Female,24.0,1,1,1,0,17464,51.8625,D21,1,D,S,kenyon@outlook.com,1912-03-15,1107.98
P00336,"Denkoff, Mr. Mitto",Male,25.5,3,0,0,0,349225,7.8958,,0,Unknown,S,denkoff@mail.com,1910-04-28,181.91
P00694,"Saad, Mr. Khalil",Male,25.0,3,0,0,0,2672,7.225,,0,Unknown,C,saad@mail.com,1911-11-28,197.98
P00016,"Hewlett, Mrs. (Mary D Kingcome)",Female,55.0,3,1,0,0,248706,16.0,,0,Unknown,S,hewlett@mail.com,1911-03-27,7727.5800000000045
P00004,"Futrelle, Mrs. Jacques Heath (Lily May Peel)",Female,35.0,1,1,1,0,113803,61.679199999999994,C123,1,C,S,futrelle@yahoo.com,1912-03-31,1705.15
P00429,"Flynn, Mr. James",Male,25.5,3,0,0,0,364851,7.75,,0,Unknown,Q,flynn@gmail.com,1911-03-11,273.33
P00257,"Thorne, Mrs. Gertrude Maybelle",Female,24.0,1,1,0,0,PC 17585,79.2,,0,Unknown,C,thorne@outlook.com,1912-04-21,2664.64
P00704,"Gallagher, Mr. Martin",Male,25.0,3,0,0,0,36864,7.7417,,0,Unknown,Q,gallagher@gmail.com,1912-02-08,268.57
P00496,"Yousseff, Mr. Gerious",Male,28.0,3,0,0,0,2627,14.4583,,0,Unknown,C,yousseff@yahoo.com,1911-09-06,319.075
P00441,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",Female,45.0,2,1,1,1,F.C.C. 13529,13.7917,,0,Unknown,S,,1912-02-25,627.14
P00394,"Newell, Miss. Marjorie",Female,23.0,3,1,1,0,35273,113.275,D36,1,D,C,newell@outlook.com,1911-02-23,4265.55
P00223,"Green, Mr. George Henry",Male,51.0,3,0,0,0,21440,8.05,,0,Unknown,S,green@outlook.com,1910-11-16,304.72
P00180,"Leonard, Mr. Lionel",Male,36.0,3,0,0,0,LINE,0.0,,0,Unknown,S,leonard@outlook.com,1912-01-10,319.075
P00486,"Lefebre, Miss. Jeannie",Female,22.0,3,0,3,1,4133,25.4667,,0,Unknown,S,lefebre@gmail.com,1912-11-19,734.8
P00618,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",Female,26.0,3,0,1,0,A/5. 3336,16.1,,0,Unknown,S,lobb@yahoo.com,1912-08-03,239.82
P00325,"Sage, Mr. George John Jr",Male,26.0,3,0,8,2,CA. 2343,69.55,,0,Unknown,S,sage@mail.com,1910-05-05,1717.98
P00543,"Andersson, Miss. Sigrid Elisabeth",Female,11.0,3,0,4,2,347082,31.275,,0,Unknown,S,andersson@gmail.com,1911-09-08,407.85
P00010,"Nasser, Mrs. Nicholas (Adele Achem)",Female,14.0,3,1,1,0,237736,30.0708,,0,Unknown,C,nasser@gmail.com,1910-05-01,691.31
P00250,"Carter, Rev. Ernest Courtenay",Male,54.0,2,0,1,0,244252,26.0,,0,Unknown,S,carter@gmail.com,1912-08-22,501.98
P00023,"McGowan, Miss. Anna ""Annie""",Female,22.0,3,1,0,0,330923,8.0292,,0,Unknown,Q,mcgowan@gmail.com,1912-12-09,317.2
P00357,"Bowerman, Miss. Elsie Edith",Female,22.0,3,1,0,1,113505,55.0,E33,1,E,S,bowerman@gmail.com,1911-05-25,801.49
P00222,"Bracken, Mr. James H",Male,27.0,3,0,0,0,220367,13.0,,0,Unknown,S,bracken@yahoo.com,1910-07-30,361.78
P00614,"Horgan, Mr. John",Male,30.0,3,0,0,0,370377,7.75,,0,Unknown,Q,horgan@yahoo.com,1911-10-17,263.41
P00788,"Rice, Master. George Hugh",Male,8.0,3,0,4,1,382652,29.125,,0,Unknown,Q,rice@outlook.com,1912-09-10,1050.06
P00242,"Murphy, Miss. Katherine ""Kate""",Female,27.0,3,1,1,0,367230,15.5,,0,Unknown,Q,murphy@outlook.com,1912-05-19,171.22
P00744,"McNamee, Mr. Neal",Male,24.0,3,0,1,0,376566,16.1,,0,Unknown,S,mcnamee@yahoo.com,1911-03-31,319.075
P00341,"Navratil, Master. Edmond Roger",Male,2.0,3,1,1,1,230080,26.0,F2,1,F,S,navratil@outlook.com,1912-03-14,695.36
P00432,"Thorneycroft, Mrs. Percival (Florence Kate White)",Female,21.0,3,1,1,0,376564,16.1,,0,Unknown,S,thorneycroft@outlook.com,1911-08-25,131.62
P00808,"Pettersson, Miss. Ellen Natalia",Female,18.0,3,0,0,0,347087,7.775,,0,Unknown,S,pettersson@gmail.com,1911-01-29,301.2
P00531,"Quick, Miss. Phyllis May",Female,2.0,2,1,1,1,26360,26.0,,0,Unknown,S,quick@outlook.com,1912-12-25,609.8
P00204,"Youseff, Mr. Gerious",Male,45.5,3,0,0,0,2628,7.225,,0,Unknown,C,youseff@outlook.com,1910-12-26,193.27
P00238,"Collyer, Miss. Marjorie ""Lottie""",Female,8.0,2,1,0,2,C.A. 31921,26.25,,0,Unknown,S,collyer@yahoo.com,1911-02-09,758.26
P00094,"Dean, Mr. Bertram Frank",Male,26.0,3,0,1,2,C.A. 2315,20.575,,0,Unknown,S,dean@yahoo.com,1911-10-05,265.25
P00507,"Quick, Mrs. Frederick Charles (Jane Richards)",Female,33.0,2,1,0,2,26360,26.0,,0,Unknown,S,quick@outlook.com,1911-12-17,969.9
P00757,"Carlsson, Mr. August Sigfrid",Male,28.0,3,0,0,0,350042,7.7958,,0,Unknown,S,carlsson@outlook.com,1911-12-28,260.96
P00634,"Parr, Mr. William Henry Marsh",Male,45.5,1,0,0,0,112052,0.0,,0,Unknown,S,parr@yahoo.com,1911-10-23,1192.635
P00285,"Smith, Mr. Richard William",Male,50.5,1,0,0,0,113056,26.0,A19,1,A,S,smith@yahoo.com,1911-01-07,832.22
P00185,"Kink-Heilmann, Miss. Luise Gretchen",Female,42.0,3,1,0,2,315153,22.025,,0,Unknown,S,kinkheilmann@yahoo.com,1910-06-29,403.3
P00738,"Lesurer, Mr. Gustave J",Male,35.0,1,1,0,0,PC 17755,512.3292,B101,1,B,C,lesurer@yahoo.com,1911-03-02,7303.7
P00435,"Silvey, Mr. William Baird",Male,50.0,3,0,1,0,13507,55.9,E44,1,E,S,silvey@yahoo.com,1910-07-25,2019.13
P00502,"Canavan, Miss. Mary",Female,21.0,3,0,0,0,364846,7.75,,0,Unknown,Q,canavan@outlook.com,1912-12-13,91.14
P00154,"van Billiard, Mr. Austin Blyler",Male,22.0,3,0,0,2,A/5. 851,14.5,,0,Unknown,S,vanbilliard@yahoo.com,1912-02-16,125.17
P00076,"Moen, Mr. Sigurd Hansen",Male,25.0,3,0,0,0,348123,7.65,F G73,1,F,S,moen@yahoo.com,1911-10-21,294.54
P00451,"West, Mr. Edwy Arthur",Male,36.0,3,0,1,2,C.A. 34651,27.75,,0,Unknown,S,west@mail.com,1910-05-30,942.14
P00674,"Wilhelms, Mr. Charles",Male,31.0,2,1,0,0,244270,13.0,,0,Unknown,S,wilhelms@gmail.com,1911-09-02,433.24
P00588,"Frolicher-Stehli, Mr. Maxmillian",Male,60.0,1,1,1,1,13567,79.2,B41,1,B,C,frolicherstehli@gmail.com,1910-09-10,1866.03
P00278,"Parkes, Mr. Francis ""Frank""",Male,48.0,2,0,0,0,239853,0.0,,0,Unknown,S,parkes@mail.com,1912-12-29,379.24
P00069,"Andersson, Miss. Erna Alexandra",Female,17.0,3,1,4,2,3101281,7.925,,0,Unknown,S,andersson@gmail.com,1911-03-27,197.74
P00447,"Mellinger, Miss. Madeleine Violet",Female,13.0,3,1,0,1,250644,19.5,,0,Unknown,S,mellinger@yahoo.com,1910-11-21,526.83
P00577,"Garside, Miss. Ethel",Female,32.0,2,1,0,0,243880,13.0,,0,Unknown,S,garside@mail.com,1911-02-26,199.12
P00189,"Bourke, Mr. John",Male,40.0,3,0,1,1,364849,15.5,,0,Unknown,Q,bourke@gmail.com,1912-07-04,289.72
P00272,"Tornquist, Mr. William Henry",Male,25.0,3,1,0,0,LINE,0.0,,0,Unknown,S,tornquist@gmail.com,1912-07-17,319.075
P00679,"Goodwin, Mrs. Frederick (Augusta Tyler)",Female,43.0,3,0,1,6,CA 2144,46.9,,0,Unknown,S,goodwin@outlook.com,1912-12-14,1117.07
P00568,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",Female,29.0,3,0,0,4,349909,21.075,,0,Unknown,S,,1910-10-16,806.38
P00237,"Hold, Mr. Stephen",Male,44.0,3,0,1,0,26707,26.0,,0,Unknown,S,hold@outlook.com,1911-11-30,778.89
P00089,"Fortune, Miss. Mabel Helen",Female,23.0,1,1,3,2,19950,263.0,C23 C25 C27,1,C,S,fortune@mail.com,1911-09-12,3679.8
P00778,"Emanuel, Miss. Virginia Ethel",Female,5.0,3,1,0,0,364516,12.475,,0,Unknown,S,emanuel@gmail.com,1911-08-07,119.97
P00118,"Turpin, Mr. William John Robert",Male,29.0,2,0,1,0,11668,21.0,,0,Unknown,S,turpin@gmail.com,1912-03-14,655.99
P00126,"Nicola-Yarred, Master. Elias",Male,12.0,3,1,1,0,2651,11.2417,,0,Unknown,C,nicolayarred@outlook.com,1911-02-25,333.87
P00751,"Wells, Miss. Joan",Female,4.0,3,1,1,1,29103,23.0,,0,Unknown,S,wells@mail.com,1910-02-25,255.97
P00290,"Connolly, Miss. Kate",Female,22.0,3,1,0,0,370373,7.75,,0,Unknown,Q,connolly@yahoo.com,1911-10-28,248.37
P00239,"Pengelly, Mr. Frederick William",Male,19.0,2,0,0,0,28665,10.5,,0,Unknown,S,pengelly@yahoo.com,1911-12-12,417.33
P00001,"Braund, Mr. Owen Harris",Male,22.0,3,0,1,0,A/5 21171,14.4542,,0,Unknown,S,braund@gmail.com,1912-02-17,279.54
P00737,"Ford, Mrs. Edward (Margaret Ann Watson)",Female,48.0,3,0,1,3,W./C. 6608,34.375,,0,Unknown,S,ford@outlook.com,1911-03-10,482.72
P00798,"Osman, Mrs. Mara",Female,31.0,3,1,0,0,349244,8.6833,,0,Unknown,S,osman@yahoo.com,1912-10-25,231.36
P00396,"Johansson, Mr. Erik",Male,22.0,3,0,0,0,350052,7.7958,,0,Unknown,S,johansson@mail.com,1912-09-21,160.03
P00544,"Beane, Mr. Edward",Male,30.0,2,1,1,0,2908,26.0,,0,Unknown,S,beane@gmail.com,1910-12-16,379.24
P00127,"McMahon, Mr. Martin",Male,27.0,3,0,0,0,370372,7.75,,0,Unknown,Q,mcmahon@gmail.com,1911-06-26,271.81
P00279,"Rice, Master. Eric",Male,7.0,3,0,4,1,382652,29.125,,0,Unknown,Q,rice@gmail.com,1912-10-01,319.45
P00709,"Cleaver, Miss. Alice",Female,39.0,3,1,0,0,113781,151.55,,0,Unknown,S,cleaver@yahoo.com,1912-02-15,2496.15
P00117,"Connors, Mr. Patrick",Male,70.5,3,0,0,0,370369,7.75,,0,Unknown,Q,,1911-07-06,141.15
P00474,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",Female,23.0,2,1,0,0,SC/AH Basle 541,13.7917,D,1,D,C,jerwan@yahoo.com,1911-08-31,314.11
P00229,"Fahlstrom, Mr. Arne Jonas",Male,18.0,2,0,0,0,236171,13.0,,0,Unknown,S,fahlstrom@outlook.com,1911-06-25,472.1
P00636,"Davis, Miss. Mary",Female,28.0,2,1,0,0,237668,13.0,,0,Unknown,S,davis@outlook.com,1910-12-16,252.8
P00671,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",Female,40.0,2,1,1,1,29750,39.0,,0,Unknown,S,brown@mail.com,1910-10-06,1077.67
P00058,"Novel, Mr. Mansouer",Male,28.5,3,0,0,0,2697,7.2292,,0,Unknown,C,novel@gmail.com,1912-11-03,260.15
P00528,"Farthing, Mr. John",Male,38.0,3,0,0,0,PC 17483,221.7792,C95,1,C,S,farthing@gmail.com,1912-07-31,7727.5800000000045
P00275,"Healy, Miss. Hanora ""Nora""",Female,29.0,3,1,0,0,370375,7.75,,0,Unknown,Q,healy@yahoo.com,1910-04-25,275.48
P00319,"Wick, Miss. Mary Natalie",Female,31.0,3,1,0,2,36928,164.8667,C7,1,C,S,wick@mail.com,1912-11-20,3527.65
P00619,"Becker, Miss. Marion Louise",Female,4.0,3,1,2,1,230136,39.0,,0,Unknown,S,becker@gmail.com,1912-01-19,1242.01
P00145,"Andrew, Mr. Edgardo Samuel",Male,18.0,3,0,0,0,231945,11.5,,0,Unknown,S,andrew@mail.com,1912-03-24,330.12
P00650,"Stanley, Miss. Amy Zillah Elsie",Female,23.0,3,1,0,0,CA. 2314,7.55,,0,Unknown,S,stanley@mail.com,1911-06-05,258.65
P00571,"Harris, Mr. George",Male,62.0,2,1,0,0,S.W./PP 752,10.5,,0,Unknown,S,harris@mail.com,1910-09-12,265.6
P00834,"Augustsson, Mr. Albert",Male,23.0,3,0,0,0,347468,7.8542,,0,Unknown,S,augustsson@gmail.com,1911-08-08,187.4
P00658,"Bourke, Mrs. John (Catherine)",Female,32.0,3,0,1,1,364849,15.5,,0,Unknown,Q,bourke@outlook.com,1911-06-25,279.67
P00370,"Aubart, Mme. Leontine Pauline",Female,24.0,1,1,0,0,PC 17477,69.3,B35,1,B,C,aubart@mail.com,1910-10-19,652.36
P00269,"Graham, Mrs. William Thompson (Edith Junkins)",Female,58.0,1,1,0,1,PC 17582,153.4625,C125,1,C,S,graham@outlook.com,1911-01-08,5031.72
P00637,"Leinonen, Mr. Antti Gustaf",Male,32.0,3,0,0,0,STON/O 2. 3101292,7.925,,0,Unknown,S,leinonen@gmail.com,1910-06-01,184.72
P00308,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",Female,17.0,3,1,1,0,PC 17758,14.4542,C65,1,C,C,penascoycastellana@outlook.com,1912-05-29,1878.6
P00424,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",Female,28.0,3,0,1,1,347080,14.4,,0,Unknown,S,danbom@outlook.com,1912-09-15,132.96
P00311,"Hays, Miss. Margaret Bechstein",Female,24.0,3,1,0,0,11767,83.1583,C54,1,C,C,hays@outlook.com,1911-06-07,2131.27
P00355,"Yousif, Mr. Wazli",Male,26.0,3,0,0,0,2647,8.05,,0,Unknown,C,yousif@mail.com,1912-12-15,119.02
P00350,"Dimic, Mr. Jovan",Male,42.0,3,0,0,0,315088,8.6625,,0,Unknown,S,dimic@gmail.com,1911-07-11,307.77
P00372,"Wiklund, Mr. Jakob Alfred",Male,18.0,3,0,1,0,3101267,6.4958,,0,Unknown,S,wiklund@outlook.com,1911-05-02,119.3
P00480,"Hirvonen, Miss. Hildur E",Female,2.0,3,1,0,1,3101298,12.2875,,0,Unknown,S,,1912-08-22,136.37
P00589,"Gilinski, Mr. Eliezer",Male,22.0,3,0,0,0,14973,8.05,,0,Unknown,S,gilinski@mail.com,1911-02-04,187.52
P00262,"Asplund, Master. Edvin Rojj Felix",Male,3.0,3,1,4,2,347077,31.3875,,0,Unknown,S,asplund@gmail.com,1911-04-17,252.89
P00196,"Lurette, Miss. Elise",Female,58.0,1,1,0,0,PC 17569,146.5208,B80,1,B,C,lurette@gmail.com,1912-05-27,4757.44
P00765,"Eklund, Mr. Hans Linus",Male,16.0,3,0,0,0,347074,7.775,,0,Unknown,S,eklund@yahoo.com,1910-11-09,162.23
P00790,"Guggenheim, Mr. Benjamin",Male,46.0,1,0,0,0,PC 17593,79.2,B82 B84,1,B,C,guggenheim@gmail.com,1912-10-29,2521.15
P00264,"Harrison, Mr. William",Male,40.0,3,0,0,0,112059,0.0,,0,Unknown,S,harrison@mail.com,1910-11-30,319.075
P00444,"Reynaldo, Ms. Encarnacion",Female,28.0,2,1,0,0,230434,13.0,,0,Unknown,S,reynaldo@yahoo.com,1911-08-08,504.85
P00731,"Allen, Miss. Elisabeth Walton",Female,29.0,3,1,0,0,24160,211.3375,,0,Unknown,S,allen@outlook.com,1910-01-05,5200.02
P00305,"Williams, Mr. Howard Hugh ""Harry""",Male,22.0,3,0,0,0,A/5 2466,8.05,,0,Unknown,S,williams@outlook.com,1911-11-25,113.94
P00342,"Fortune, Miss. Alice Elizabeth",Female,24.0,3,1,3,2,19950,263.0,C23 C25 C27,1,C,S,fortune@yahoo.com,1912-11-28,3749.21
P00885,"Sutehall, Mr. Henry Jr",Male,25.0,3,0,0,0,SOTON/OQ 392076,7.05,,0,Unknown,S,sutehall@mail.com,1910-05-24,174.19
P00150,"Byles, Rev. Thomas Roussel Davids",Male,22.0,2,0,0,0,244310,13.0,,0,Unknown,S,byles@gmail.com,1912-02-13,142.16
P00125,"White, Mr. Percival Wayland",Male,54.0,1,0,0,1,35281,77.2875,D26,1,D,S,white@mail.com,1912-07-05,1192.635
P00722,"Jensen, Mr. Svend Lauritz",Male,17.0,3,0,1,0,350048,7.0542,,0,Unknown,S,jensen@mail.com,1912-01-04,230.67
P00354,"Arnold-Franchi, Mr. Josef",Male,25.0,3,0,1,0,349237,17.8,,0,Unknown,S,arnoldfranchi@yahoo.com,1912-08-16,345.96
P00848,"Markoff, Mr. Marin",Male,35.0,3,0,0,0,349213,7.8958,,0,Unknown,C,markoff@gmail.com,1910-01-04,197.41
P00143,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",Female,24.0,3,1,1,0,STON/O2. 3101279,15.85,,0,Unknown,S,hakkarainen@yahoo.com,1910-12-10,586.87
P00471,"Keefe, Mr. Arthur",Male,25.5,3,0,0,0,323592,7.25,,0,Unknown,S,keefe@outlook.com,1910-03-15,145.4
P00400,"Trout, Mrs. William H (Jessie L)",Female,28.0,2,1,0,0,240929,13.7917,,0,Unknown,S,trout@yahoo.com,1910-09-13,288.14
P00755,"Herman, Mrs. Samuel (Jane Laver)",Female,48.0,3,1,1,2,220845,65.0,,0,Unknown,S,herman@outlook.com,1910-11-19,1484.76
P00321,"Dennis, Mr. Samuel",Male,22.0,3,0,0,0,A/5 21172,7.25,,0,Unknown,S,dennis@yahoo.com,1912-05-06,249.77
P00020,"Masselmani, Mrs. Fatima",Female,20.0,3,1,0,0,2649,7.225,,0,Unknown,C,masselmani@yahoo.com,1912-04-23,234.62
P00754,"Jonkoff, Mr. Lalio",Male,23.0,3,0,0,0,349204,7.8958,,0,Unknown,S,jonkoff@mail.com,1910-05-25,110.0
P00771,"Lievens, Mr. Rene Aime",Male,24.0,3,0,0,0,345781,9.5,,0,Unknown,S,,1911-10-31,270.33
P00742,"Cavendish, Mr. Tyrell William",Male,36.0,1,0,1,0,19877,78.85,,0,Unknown,S,cavendish@mail.com,1910-04-10,2251.33
P00408,"Richards, Master. William Rowe",Male,3.0,3,1,1,1,29106,18.75,,0,Unknown,S,richards@gmail.com,1911-08-05,583.87
P00538,"LeRoy, Miss. Bertha",Female,30.0,1,1,0,0,PC 17761,106.425,,0,Unknown,C,leroy@gmail.com,1910-10-20,3507.32
P00570,"Jonsson, Mr. Carl",Male,32.0,3,1,0,0,350417,7.8542,,0,Unknown,S,jonsson@outlook.com,1912-05-15,256.56
P00039,"Vander Planke, Miss. Augusta Maria",Female,18.0,3,0,2,0,345764,18.0,,0,Unknown,S,vanderplanke@yahoo.com,1911-09-25,567.43
P00176,"Klasen, Mr. Klas Albin",Male,18.0,3,0,1,1,350404,7.8542,,0,Unknown,S,klasen@yahoo.com,1912-10-10,163.29
P00246,"Minahan, Dr. William Edward",Male,44.0,1,0,2,0,19928,90.0,C78,1,C,Q,minahan@gmail.com,1912-03-04,2048.28
P00761,"Garfirth, Mr. John",Male,26.0,3,0,0,0,358585,14.5,,0,Unknown,S,garfirth@gmail.com,1910-01-20,243.2
P00756,"Hamalainen, Master. Viljo",Male,0.67,3,1,1,1,250649,14.5,,0,Unknown,S,hamalainen@yahoo.com,1911-01-12,250.3
P00785,"Ali, Mr. William",Male,25.0,3,0,0,0,SOTON/O.Q. 3101312,7.05,,0,Unknown,S,,1912-12-12,268.13
P00155,"Olsen, Mr. Ole Martin",Male,30.0,3,0,0,0,Fa 265302,7.3125,,0,Unknown,S,olsen@yahoo.com,1910-06-18,134.91
